source_name,dataset_name,expected_frequency,missing_date,generated_at
YAHOO_FINANCE,ITUB4.SA,trading_day,2024-12-24,2026-06-28 13:38:13
YAHOO_FINANCE,ITUB4.SA,trading_day,2024-12-31,2026-06-28 13:38:13
YAHOO_FINANCE,PETR4.SA,trading_day,2024-12-24,2026-06-28 13:38:13
YAHOO_FINANCE,PETR4.SA,trading_day,2024-12-31,2026-06-28 13:38:13
YAHOO_FINANCE,VALE3.SA,trading_day,2024-12-24,2026-06-28 13:38:13
YAHOO_FINANCE,VALE3.SA,trading_day,2024-12-31,2026-06-28 13:38:13
YAHOO_FINANCE,^BVSP,trading_day,2024-12-24,2026-06-28 13:38:13
YAHOO_FINANCE,^BVSP,trading_day,2024-12-31,2026-06-28 13:38:13
